SUAS_IDENT	SECTOR	NOTE_TYPE	NOTE_NBR	REMARKS	CYCLE_DATE
MOA US 01858		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01860		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01862		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01864		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01866		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING FIVE, Whiting Fld NAS, DSN 866-7147, C904-623-7147.	200113
MOA US 01867		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING SIX, Penscola NAS, DSN 922-2305, C904-452-2305.	200113
MOA US 01868		EFFECTIVE TIMES	1	1200-2300Z++ OT by NOTAM 6 hr in adv. Note: MOA activated only in conjuction wiR5314A, B, C, D, E, F, G, H and J.	200113
MOA US 01868		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 4th TFW, Seymour-Johnson AFB, DSN 722-2129/2124, C919-722-2129/2124.	200113
MOA US 01869		EFFECTIVE TIMES	1	1200-2300Z++ OT by NOTAM 6 hr in adv. Note: MOA activated only in conjuction wiR5314A, B, C, D, E, F, G, H and J.	200113
MOA US 01869		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 4th TFW, Seymour-Johnson AFB, DSN 722-2129/2124, C919-722-2129/2124.	200113
MOA US 01870		EFFECTIVE TIMES	1	1200-2300Z++ OT by NOTAM 6 hr in adv. Note: MOA activated only in conjuction wiR5314A, B, C, D, E, F, G, H and J.	200113
MOA US 01870		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 4th TFW, Seymour-Johnson AFB, DSN 722-2129/2124, C919-722-2129/2124.	200113
MOA US 01871		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of VA, VA ANG, 192nd FW, Sandston. Sked Pt-VAARNG, CO, ARNG MTC, Fort Pickett, DSN 438-8506/2193.	200201
MOA US 01872		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of VA, VA ANG, 192nd FW, Sandston. Sked Pt-VAARNG, CO, ARNG MTC, Fort Pickett, DSN 438-8506/2193.	200201
MOA US 01874		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of VA, VA ANG, 192nd FW, Sandston. Sked Pt-VAARNG, CO, ARNG MTC, Fort Pickett, DSN 438-8506/2193.	200201
MOA US 01876		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, Alpena CRTC, Alpena, DSN 741-3284, C989-354-6284.	200402
MOA US 01878		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, Alpena CRTC, Alpena, DSN 741-3284, C989-354-6284.	200402
MOA US 01880		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 01880		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING ONE, Meridian NAS, DSN 446-2312, C601-679-2312.	200201
MOA US 01882		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 01882		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING ONE, Meridian NAS, DSN 446-2312, C601-679-2312.	200201
MOA US 01884		CONTROLLING AGENCY	1	Using/Sked Agcy-USA, CO, Fort Carson, DSN 691-3935.	200201
MOA US 01886		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 01886		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20th FW, Shaw AFB. Sked Pt-CO, 20th OSS/OSOS, Shaw AFB, DSN965-1118/1119, C803-895-1118.	200201
MOA US 01888		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 01888		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20th FW, Shaw AFB. Sked Pt-CO, 20th OSS/OSOS, Shaw AFB, DSN965-1118/1119, C803-895-1118.	200201
MOA US 01890		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 01890		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20th FW, Shaw AFB. Sked Pt-CO, 20th OSS/OSOS, Shaw AFB, DSN965-1118/1119, C803-895-1118.	200201
MOA US 01892		GENERAL	1	Ctc Joshua App 120.25 for status.	200409
MOA US 01892		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01894		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freqs-127.95/135.6/338.2/385.6(Denver ARTCC); 126.85/305.2(Salt Lake ARTCC). Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200407
MOA US 01896		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01898		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01902		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01904		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01906		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01908		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01910		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01912		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200209
MOA US 01914		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freqs-127.95/135.6/338.2/385.6(Denver ARTCC); 126.85/305.2(Salt Lake ARTCC). Using Agcy-USAF, CO, HQ, DOTOS, Offutt AFB, NE. Sked Pt-CO, 28 OSS/OSXS, Ellsworth AFB, SD, DSN 675-4246, C605-385-4246.	200407
MOA US 01916		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 64th FTW, Minot AFB, Sked Pt-CO, ACE Det B, Minot AFB, DSN344-3461/3473.	200201
MOA US 01918		EFFECTIVE TIMES	1	OT by NOTAM.	200111
MOA US 01918		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-CO, IL ANG, 183rd TFG, Springfield, DSN 892-8202.	200201
MOA US 01920		EFFECTIVE TIMES	1	OT by NOTAM.	200111
MOA US 01920		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-CO, IL ANG, 183rd TFG, Springfield, DSN 892-8202.	200201
MOA US 01922		EFFECTIVE TIMES	1	OT by NOTAM.	200111
MOA US 01922		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-CO, IL ANG, 183rd TFG, Springfield, DSN 892-8202.	200201
MOA US 01924		EFFECTIVE TIMES	1	OT by NOTAM.	200111
MOA US 01924		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-CO, IL ANG, 183rd TFG, Springfield, DSN 892-8202.	200201
MOA US 01926		EFFECTIVE TIMES	1	OT by NOTAM.	200111
MOA US 01926		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-CO, IL ANG, 183rd TFG, Springfield, DSN 892-8202.	200201
MOA US 01940		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Yuma MCAS, DSN 951-2214/2215.	200201
MOA US 01942		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01942		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01944		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01944		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01946		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01946		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01948		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01948		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01950		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01950		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01952		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01952		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01954		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01954		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01956		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01956		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01958		EFFECTIVE TIMES	1	twice annually by NOTAM.	200201
MOA US 01958		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 9th AF Directorate of Tactical Ops, Shaw AFB, SC. Sked Pt-GA ANG, CO, ANG CRTC, Savannah Intl, DSN 860-8303/8385.	200201
MOA US 01980		EFFECTIVE ALTITUDE	1	Excld R6703A, B, C and D Complex.	200201
MOA US 01980		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Fort Lewis. Sked Pt-CO, DPTM, Rng Ctl, Fort Lewis, DSN 357-5060/6371.	200201
MOA US 01982		EFFECTIVE ALTITUDE	1	Excld R6703A, B, C and D Complex.	200201
MOA US 01982		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Fort Lewis. Sked Pt-CO, DPTM, Rng Ctl, Fort Lewis, DSN 357-5060/6371.	200201
MOA US 01984		EFFECTIVE ALTITUDE	1	Excld R6703A, B, C and D Complex.	200201
MOA US 01984		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Fort Lewis. Sked Pt-CO, DPTM, Rng Ctl, Fort Lewis, DSN 357-5060/6371.	200201
MOA US 01986		EFFECTIVE ALTITUDE	1	excld R4810 when active.	200201
MOA US 01986		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Strike and Air Warfare Cntr, Fallon NAS. Sked Pt-CO, Rng Dept, Fallon NAS, DSN 890-2416/2418, C775-426-2416/2418.	200201
MOA US 01988		EFFECTIVE ALTITUDE	1	excld R4810 when active.	200201
MOA US 01988		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Strike and Air Warfare Cntr, Fallon NAS. Sked Pt-CO, Rng Dept, Fallon NAS, DSN 890-2416/2418, C775-426-2416/2418.	200201
MOA US 01990		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 12th FTW, Randolph AFB, DSN 487-5580.	200503
MOA US 01992		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 12th FTW, Randolph AFB, DSN 487-5580.	200503
MOA US 01994		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 12th FTW, Randolph AFB, DSN 487-5580.	200503
MOA US 01996		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 12th FTW, Randolph AFB, DSN 487-5580.	200503
MOA US 01998		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, IN ANG, 181st TFG, Indianapolis. Sked Pt-CO, 181stTFG, IN ANG, Terre Haute, DSN 724-1234.	200301
MOA US 02004		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Strike and Air Warfare Cntr, Fallon NAS. Sked Pt-CO, Rng Dept, Fallon NAS, DSN 890-2416/2418, C775-426-2416/2418.	200201
MOA US 02006		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 02007		CONTROLLING AGENCY	1	Using Agcy - US Army, CO, 24th Infantry Div, Ft Riley, KS	200507
MOA US 02008		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-133.45/397.85. Using Agcy-USAF, CO, Air Warfare Cntr, Nellis AFB. Sked Pt-CO, 99th RAN/DOOS, Nellis AFB, DSN 682-3710, C702-652-3710 (Mon-Fri1530-0300Z++), OT DSN 682-3707, C702-652-3707.	200407
MOA US 02009		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-133.45/397.85. Using Agcy-USAF, CO, Air Warfare Cntr, Nellis AFB. Sked Pt-CO, 99th RAN/DOOS, Nellis AFB, DSN 682-3710, C702-652-3710 (Mon-Fri1530-0300Z++), OT DSN 682-3707, C702-652-3707.	200407
MOA US 02010		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of OK, OK ANG, Oklahoma City. Sked Pt-CO, 125th FS, OK ANG, Tulsa Intl, Tulsa, DSN 894-7370.	200505
MOA US 02012		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMSTRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C599-998-1034.	200113
MOA US 02016		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Is NAS, Oak Harbor, DSN 820-2877.	200201
MOA US 02018		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Is NAS, Oak Harbor, DSN 820-2877.	200201
MOA US 02020		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Is NAS, Oak Harbor, DSN 820-2877.	200201
MOA US 02022		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 46th Test Wg, Eglin AFB, FL. Sked Pt-CO, 46th OSS/OSCS, Eglin AFB, FL, DSN 872-5800, C850-882-5800.	200413
MOA US 02024		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 02040		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of ID, ID ANG, 124th TRG, Gowen Fld, Boise. Sked Pt-CO, 124th WG/OSS, Boise, DSN 422-5348, C208-422-5348.	200201
MOA US 02042		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of ID, ID ANG, 124th TRG, Gowen Fld, Boise. Sked Pt-CO, 124th WG/OSS, Boise, DSN 422-5348, C208-422-5348.	200201
MOA US 02044		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MO, MO ANG, 131st TFW, Jefferson City. Sked Pt-CO, 131st TFW, Det 1, MO ANG, Lambert-St Louis Intl, DSN 693-6310/6311.	200209
MOA US 02046		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MO, MO ANG, 131st TFW, Jefferson City. Sked Pt-CO, 131st TFW, Det 1, MO ANG, Lambert-St Louis Intl, DSN 693-6310/6311.	200209
MOA US 02048		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MO, MO ANG, 131st TFW, Jefferson City. Sked Pt-CO, 131st TFW, Det 1, MO ANG, Lambert-St Louis Intl, DSN 693-6310/6311.	200209
MOA US 02050		GENERAL	1	Ctc Joshua App 126.55 for status.	200409
MOA US 02050		EFFECTIVE ALTITUDE	1	except 300' AGL ovr Death Valley National Monument.	200201
MOA US 02050		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 02052		GENERAL	1	Ctc Joshua App 126.55 for status.	200409
MOA US 02052		EFFECTIVE ALTITUDE	1	except 300' AGL ovr Death Valley National Monument.	200201
MOA US 02052		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex CCF, Edwards AFB, DSN 527-2508.	200201
MOA US 02060		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 56th FW, Luke AFB, DSN 896-7654, C623-856-7654.	200303
MOA US 02062		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 56th FW, Luke AFB, DSN 896-7654, C623-856-7654.	200303
MOA US 02064		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N); 133.9/370.85 (E); 125.575/381.45 (S); 133.45/397.85(W). Using/Sked Agcy-USAF, CO, 388th TFW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 02066		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N); 133.9/370.85 (E); 125.575/381.45 (S); 133.45/397.85(W). Using/Sked Agcy-USAF, CO, 388th TFW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 02068		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N); 133.9/370.85 (E); 125.575/381.45 (S); 133.45/397.85(W). Using/Sked Agcy-USAF, CO, 388th TFW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 02070		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N); 133.9/370.85 (E); 125.575/381.45 (S); 133.45/397.85(W). Using/Sked Agcy-USAF, CO, 388th TFW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 02072		EFFECTIVE TIMES	1	Ctc FSS.	200201
MOA US 02072		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 4th TFW, Seymour-Johnson AFB, DSN 722-2129/2124, C919-722-2129/2124.	200201
MOA US 02080		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 02080		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 80th FTW, Sheppard AFB, DSN 736-4970, C940-676-4970.	200201
MOA US 02082		EFFECTIVE TIMES	1	OT by NOTAM.	200201
MOA US 02082		CONTROLLING AGENCY	1	Sked Agcy-USAF, CO, 80th FTW, Sheppard AFB, DSN 736-4970, C940-676-4970.	200201
MOA US 02084		CONTROLLING AGENCY	1	Using Agcy-USMCR, CO, 4th USMC Acft TW, FMF USMCR Trng Comd, Memphis NAS, TN. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 02086		GENERAL	1	Ctc Joshua App 133.65 for status.	200409
MOA US 02086		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 02088		GENERAL	1	Ctc Joshua App 133.65 for status.	200409
MOA US 02088		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA,R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 02090		CONTROLLING AGENCY	1	Ctc Joshua App 133.65 for status.	200409
MOA US 02092		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, 57th FWW/DOOS, Nellis AFB, NV, DSN 682-5600/2040.	200201
MOA US 02094		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, 57th FWW/DOOS, Nellis AFB, NV, DSN 682-5600/2040.	200201
MOA US 02095		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of KS, KS ANG, Topeka. Sked Pt-KS ANG, CO, 184th ARW, Det 1, McConnell AFB, Salina, DSN 743-7500/7501, extn 148.	200407
MOA US 02096		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of KS, KS ANG, Topeka. Sked Pt-KS ANG, CO, 184th ARW, Det 1, McConnell AFB, Salina, DSN 743-7500/7501, extn 148.	200407
MOA US 02100		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MN, MN ANG, Saint Paul. Sked Pt-MN ANG, CO, 148th FIG, Duluth Intl, DSN 825-7265/7266.	200201
MOA US 02102		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MN, MN ANG, Saint Paul. Sked Pt-MN ANG, CO, 148th FIG, Duluth Intl, DSN 825-7265/7266.	200201
MOA US 02104		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MN, MN ANG, Saint Paul. Sked Pt-MN ANG, CO, 148th FIG, Duluth Intl, DSN 825-7265/7266.	200201
MOA US 02106		CONTROLLING AGENCY	1	Using Agcy-FAA, Atlanta ARTCC. Sked Pt-USAF, CO, Base OPS, Atlanta NAS, DobbinsARB, GA. DSN 625-6740, C678-655-6740.	200212
MOA US 02108		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-Cleveland ARTCC 127.7/290.425; Minneapolis ARTCC 118.05/282.2.Using/Sked Agcy-USAF, CO, Alpena Combat Readiness Trng Cntr, Alpena, DSN 741-3284, C989-354-6284.	200407
MOA US 02110		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02111		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02112		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02113		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02114		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02115		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02116		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02118		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FASCFAC, VACAPES, Oceana NAS, VA, DSN 433-1221/1222, C804-433-1221/1222.	200201
MOA US 02119		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Air Gnd Combat Cntr, Twentynine Palms, DSN 952-6313.	200201
MOA US 02120		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Air Gnd Combat Cntr, Twentynine Palms, DSN 952-6313.	200201
MOA US 02121		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 56th FW, Luke AFB, DSN 896-7654, C623-856-7654.	200303
MOA US 02122		EFFECTIVE ALTITUDE	1	or 5,000' AGL whichever is higher.	200201
MOA US 02122		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200201
MOA US 02124		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany. Sked Agcy-NY ANG, CO,174th FW, Hancock Fld, Syracuse, DSN 772-5990/2835, C315-772-5990/2835.	200408
MOA US 02126		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany. Sked Agcy-NY ANG, CO,174th FW, Hancock Fld, Syracuse, DSN 772-5990/2835, C315-772-5990/2835.	200408
MOA US 02127		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany. Sked Agcy-NY ANG, CO,174th FW, Hancock Fld, Syracuse, DSN 772-5990/2835, C315-772-5990/2835.	200408
MOA US 02128		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany. Sked Agcy-NY ANG, CO,174th FW, Hancock Fld, Syracuse, DSN 772-5990/2835, C315-772-5990/2835.	200408
MOA US 02130		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany. Sked Agcy-NY ANG, CO,174th FW, Hancock Fld, Syracuse, DSN 772-5990/2835, C315-772-5990/2835.	200408
MOA US 02150		CONTROLLING AGENCY	1	Using.Sked Agcy-USAF, CO, 27th FW, Cannon AFB, DSN 681-2276.	200201
MOA US 02151		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 49th FW, Holloman AFB. Sked Pt-CO, 49th OSS/OSOS, HollomanAFB, DSN 867-3536.	200202
MOA US 02152		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 49th FW, Holloman AFB. Sked Pt-CO, 49th OSS/OSOS, HollomanAFB, DSN 867-3536.	200202
MOA US 02153		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 49th FW, Holloman AFB. Sked Pt-CO, 49th OSS/OSOS, HollomanAFB, DSN 867-3536.	200202
MOA US 02154		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 12th FTW, Randolph AFB. Sked Pt-CO, 562nd FTS/DOS, RandolphAFB, DSN 487-4818/1014.	200201
MOA US 02156		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Div, McChord AFB, WA. Sked Pt-CO, WADS, McChord AFB, WA, DSN 382-4604, C253-982-4604.	200113
MOA US 02158		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Div, McChord AFB, WA. Sked Pt-CO, WADS, McChord AFB, WA, DSN 382-4604, C253-982-4604.	200113
MOA US 02160		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Div, McChord AFB, WA. Sked Pt-CO, WADS, McChord AFB, WA, DSN 382-4604, C253-982-4604.	200113
MOA US 02162		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Div, McChord AFB, WA. Sked Pt-CO, WADS, McChord AFB, WA, DSN 382-4604, C253-982-4604.	200113
MOA US 02164		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Div, McChord AFB, WA. Sked Pt-CO, WADS, McChord AFB, WA, DSN 382-4604, C253-982-4604.	200113
MOA US 02166		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Div, McChord AFB, WA. Sked Pt-CO, WADS, McChord AFB, WA, DSN 382-4604, C253-982-4604.	200113
