SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE	EFF_DATE
LIP8A		P	TORRE ASTURA	LIRR	MIL	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200307	10 Jul 03
LIP8B		P	TORRE ASTURA	LIRR	MIL	WGE	WGE				L	FL195	03000AGL	CONT	VMC-IMC	200307	10 Jul 03
LIP92		P	MASSA	LIMM	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	24 Jan 80
LIP93		P	TRINO VERCELLESE	LIMM	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	15 Jun 78
LIP94		P	CAORSO	LIMM	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	15 Jun 78
LIP95		P	GARIGLIANO	LIRR	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	15 Jun 78
LIP96		P	BOSCO MARENGO	LIMM	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	12 Jun 80
LIP97		P	FOCE VERDE	LIRR	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	10 Jul 80
LIP98		P	NERA MONTORO	LIRR	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	05 Aug 82
LIP99		P	FONTANA LIRI	LIRH	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200009	29 Jan 98
LIR101		R	LOMELLINA	LIMM	MILANO MIL/CAMERI TWR	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	003000AMSL	01500AGL	CONT	VMC-IMC	200602	31 Dec 98
LIR102		R	PIEMONTE	LIMM	MILANO MIL	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	FL80	01500AGL	CONT	VMC-IMC	200602	22 Apr 99
LIR103		R	SUZZARA	LIMM	GARDA (VILLAFRANCA) APP	WGE	WGE	GARDA APP	124.45  M	280.475 M	L	FL195	06000AMSL	MON-FRI 0600-2300Z++EXC HOL	VMC-IMC	200602	13 Jul 00
LIR105		R	CEFALU	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.75  M	B	FL370	01500AGL	MON-FRI 0500-2300Z++EXC HOL	VMC-IMC	200202	24 Jan 02
LIR106		R	LICATA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.75  M	B	FL370	06000AMSL	MON-FRI 0500-2300Z++EXC HOL	VMC-IMC	200202	24 Jan 02
LIR107A		R	MAREMMA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.75  M	H	FL240	FL195	CONT	VMC-IMC	200202	24 Jan 02
LIR107B		R	MAREMMA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.75  M	H	FL600	FL195	CONT	VMC-IMC	200202	24 Jan 02
LIR108A		R	COLICO	LIRR	MILANO MIL	WGE	WGE	MILANO MIL	129.825 M	233.55  M	B	FL295	02000AGL	MON-FRI 0700-1530Z++ EXC HOL	VMC-IMC	200602	28 Dec 00
LIR108B		R	COLICO BIS	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	232.6   M	H	FL600	FL295	MON-FRI 0700-1530Z++ EXC HOL	VMC-IMC	200202	24 Jan 02
LIR110		R	NURRI	LIRR	ROMA MIL	WGE	WGE				B	FL250	FL100	MON-FRI 07-19Z++ EXC HOL, 21SEP-20JUN	VMC-IMC	200603	05 Sep 02
LIR116	A	R	GOLFO DI MANFREDONIA	LIBB	BRINDISI MIL	WGE	WGE				L	FL150	SURFACE	BY NOTAM	VMC-IMC	200308	24 Jan 02
LIR116	B	R	GOLFO DI MANFREDONIA	LIBB	BRINDISI MIL	WGE	WGE				L	FL80	SURFACE	BY NOTAM	VMC-IMC	200308	24 Jan 02
LIR118A	A	R	TERMOLI	LIBB	BRINDISI MIL	WGE	WGE				L	FL150	SURFACE	BY NOTAM	VMC-IMC	200405	24 Jan 02
LIR118B	B	R	TERMOLI	LIBB	BRINDISI MIL	WGE	WGE				L	FL180	SURFACE	BY NOTAM	VMC-IMC	200405	24 Jan 02
LIR119		R	CARPINETI	LIMM		WGE	WGE				L	001000AGL	GND	BY NOTAM	VMC-IMC	200407	10 Jun 04
LIR14		R	SANTA SEVERA-FURBARA	LIRR	MIL	WGE	WGE				L	001000AMSL	GND	CONT	VMC-IMC	200108	26 Jan 78
LIR21		R	SARA	LIRR	PADOVA MIL	WGE	WGE	PADOVA MIL	129.375 M	291.15  M	B	FL240	FL125	CONT	VMC-IMC	200203	24 Jan 02
LIR22		R	FROSINONE	LIRH	FROSINONE TWR	WGE	WGE	FROSINONE TWR	119.35  M	278.925 M	L	005000AMSL	GND	MON-FRI 0630Z-1830Z++/SS+30, EXC HOL	VMC-IMC	200602	12 Aug 99
LIR23		R	RIETI	LIRR	RIETI ARPT	WGE	WGE	RIETI INFO	123.05  M		L	012000AMSL	GND	SR-30 TO SS+30	VMC-IMC	200403	05 Oct 78
LIR24		R	PERSANO/FOCI DEL SELENE	LIRR	MIL	WGE	WGE				L	005000AMSL	GND	BY NOTAM	VMC-IMC	200108	02 Sep 82
LIR26		R	SARA BIS	LIMM	PADOVA MIL	WGE	WGE	PADOVA MIL	129.375 M	291.15  M	H	FL370	FL240	INTMT	VMC-IMC	200511	13 Jun 02
LIR27B		R	MAR PICCOLO TARANTO	LIBB	MIL	WGE	WGE				L	005000AMSL	GND	MON, WED, FRI, 0700-1700Z++	VMC-IMC	200009	13 Jul 00
LIR32		R	VIPITENO	LIPP	CIV	WGE	WGE				L	003000AGL	GND	SR-30 TO SS+30, 1 MAR-31 OCT	VMC-IMC	200203	12 Nov 92
LIR38A		R	PACHINO	LIRR	MIL	WGE	WGE				B	FL370	GND	MON-FRI 0500-2200Z++ EXC HOL	VMC-IMC	200205	22 Mar 02
LIR38B		R	PACHINO BIS	LIRR	MIL	WGE	WGE				H	UNLTD	FL370	BY NOTAM	VMC-IMC	200205	22 Mar 02
LIR39		R	SALTO DI QUIRRA	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	GND	MON-FRI 07-19Z++ EXC HOL, 21SEP-20JUN	VMC-IMC	200409	05 Sep 02
LIR4		R	FOSSANO	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.75  M	H	UNLTD	FL295	MON-FRI 0500-2200Z++	VMC-IMC	200202	24 Jan 02
LIR41		R	MONTE ROMANO	LIRR	MIL	WGE	WGE				L	006000AMSL	GND	SR-30 TO SS+30	VMC-IMC	200202	24 Jan 02
LIR42		R	PIAN DI SPILLE	LIRR	MIL	WGE	WGE				L	003000AMSL	GND	SR-30 TO SS+30	VMC-IMC	200009	19 Mar 81
LIR46		R	CAPO TEULADA	LIRR	CAGLIARI APP	WGE	WGE	CAGLIARI APP	118.75  M	339.25  M	B	FL250	GND	INTMT	VMC-IMC	200009	13 Feb 86
LIR48		R	FOLIGNO	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	291.15  M	B	FL240	FL125	INTMT	VMC-IMC	200403	24 Jan 02
LIR49NORTH		R	ZITA NORTH	LIMM	PADOVA MIL	WGE	WGE	PADOVA MIL	129.375 M	291.15  M	B	FL370	FL50	CONT	VMC-IMC	200203	24 Jan 02
LIR49SOUTH		R	ZITA SOUTH	LIMM	PADOVA MIL	WGE	WGE	PADOVA MIL	129.375 M	291.15  M	B	FL370	FL130	CONT	VMC-IMC	200507	24 Jan 02
LIR50		R	SULMONA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	232.6   M	B	FL240	FL90	INTMT	VMC-IMC	200405	24 Jan 02
LIR51A		R	APPENNINICA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL370	FL240	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LIR51B		R	APPENNINICA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL370	FL240	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LIR51C		R	APPENNINICA	LIRR	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL370	FL240	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LIR51D		R	APPENNINICA	LIRR	BRINDISI MIL	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	FL370	FL195	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200413	24 Jan 02
LIR51E		R	APPENNINICA	LIRR	BRINDISI MIL	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	FL370	FL195	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200413	24 Jan 02
LIR53A		R	VITERBO	LIRR	VITERBO TWR	WGE	WGE	VITERBO TWR	127.15  M	337.6   M	L	004000AMSL	GND	MON-FRI CONT, SAT 0001-1300Z++,EXC HOL	VMC-IMC	200313	26 May 94
LIR53B		R	VITERBO	LIRR	VITERBO TWR	WGE	WGE	VITERBO TWR	127.15  M	337.6   M	L	003000AMSL	GND	MON-FRI CONT, SAT 0001-1300Z++,EXC HOL	VMC-IMC	200313	26 May 94
LIR54		R	ORISTANO	LIEE	CAGLIARI  (ELMAS) APP	WGE	WGE	CAGLIARI APP	118.75  M	389.225 M	B	FL600	GND	MON-FRI, EXC HOL	VMC-IMC	200602	24 Jan 02
LIR56		R	SAN PANCRAZIO	LIBN	BRINDISI (CASALE) APP	WGE	WGE	BRINDISI APP	118.4   M	344.0   M	L	FL65	GND	MON-SAT 0630Z++ - SS , EXC HOL	VMC-IMC	200203	27 Feb 97
LIR58		R	VENARIA REALE	LIMM	TORINO APP	WGE	WGE	TORINO APP	129.275 M	340.55  M	L	003000AMSL	GND	MON-FRI CONT, SAT 001-1300Z++ EXC HOL	VMC-IMC	200313	12 Aug 99
LIR59		R	CAPO FRASCA	LIRR	MIL	WGE	WGE				L	FL150	GND	MON-FRI CONT, SAT 0001-1200Z++,EXC HOL	VMC-IMC	200313	09 Oct 97
LIR60(A)		R	LECCE	LIBN	LECCE APP	WGE	WGE	LECCE APP	118.95  M	279.025 M	B	FL240	FL85	INTMT	VMC-IMC	200602	24 Jan 02
LIR60B		R	SAVA	LIBB	LECCE APP	WGE	WGE	LECCE APP	118.95  M	279.025 M	B	FL240	FL65	INTMT	VMC-IMC	200602	24 Jan 02
LIR61A		R	GOLFO DI CORIGLIANO	LIBB	BRINDISI MIL	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	B	FL220	03000AGL	CONT	VMC-IMC	200202	24 Jan 02
LIR61B		R	GOLFO DI CORIGLIANO	LIBB	BRINDISI MIL	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	B	FL240	01500AGL	CONT	VMC-IMC	200202	24 Jan 02
LIR61C		R	GOLFO DI CORIGLIANO	LIBB	BRINDISI MIL	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	B	FL240	01500AGL	CONT	VMC-IMC	200202	24 Jan 02
LIR61D		R	GOLFO DI CORIGLIANO	LIBB	BRINDISI MIL	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	B	FL240	01500AGL	CONT	VMC-IMC	200202	24 Jan 02
LIR61E		R	GOLFO DI CORIGLIANO	LIBB	BRINDISI MIL	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	B	FL220	03000AGL	CONT	VMC-IMC	200202	24 Jan 02
LIR62		R	GRAZZANISE	LIRR	ROMA MIL/GRAZZANISE APP	WGE	WGE	GRAZZANISE APP	140.4   M	379.9   M	B	FL600	01500AGL	CONT	VMC-IMC	200203	24 Jan 02
LIR63(A)		R	GRAZZANISE	LIRR	GRAZZANISE APP/TWR	WGE	WGE	GRAZZANISE APP TWR	140.4   M	122.1   M	L	FL95	GND	CONT	VMC-IMC	200203	13 Feb 86
LIR63B		R	GRAZZANISE	LIRR	GRAZZANISE APP/TWR	WGE	WGE	GRAZZANISE APP TWR	140.4   M	122.1   M	L	001500AGL	GND	CONT	VMC-IMC	200505	13 Feb 86
LIR64(A)		R	CUNEO	LIMM	MILANO MIL	WGE	WGE	MILANO MIL	129.825 M	233.55  M	B	FL295	03500AMSL	INTMT	VMC-IMC	200602	24 Jan 02
LIR64B		R	BARGE	LIMM	MILANO ACC/FIC	WGE	WGE	MILANO MIL	129.825 M	233.55  M	B	FL295	FL105	INTMT	VMC-IMC	200602	24 Jan 02
LIR65		R	LOLA	LIPP	PADOVA MIL/GARDA APP	WGE	WGE	PADOVA MIL	129.375 M	235.15  M	B	FL240	FL155	CONT	VMC-IMC	200202	24 Jan 02
LIR66A		R	GOLFO DI TARANTO	LIBB	BRINDISI MIL	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	H	FL350	FL240	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LIR66B		R	GOLFO DI TARANTO	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	139.4   M	312.55  M	H	FL350	FL240	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LIR68		R	LOLA BIS	LIPP	PADOVA MIL	WGE	WGE	PADOVA MIL	129.375 M	235.15  M	H	FL370	FL240	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LIR7		R	NETTUNO	LIRR	MIL	WGE	WGE				B	UNLTD	GND	INTMT	VMC-IMC	200307	13 Jul 00
LIR70		R	CECINA	LIRR	MIL	WGE	WGE	PISA APP	122.1   M	232.8   M	L	FL70	GND	MON-FRI CONT, EXC HOL	VMC-IMC	200205	13 Jul 00
LIR88A		R	PUNTA DELLA CONTESSA	LIBB	BRINDISI MIL/APP	WGE	WGE	BRINDISI APP	118.4   M	344.0   M	L	FL120	GND	MON-FRI 0700-1500Z++	VMC-IMC	200209	24 Jan 02
LIR88B		R	BRINDISI	LIBR	BRINDISI APP	WGE	WGE	BRINDISI APP	118.4   M	344.0   M	L	001500AMSL	GND	MON-FRI 0700-1500Z++ EXC HOL	VMC-IMC	200209	24 Jan 02
LIR90		R	MONTEPANDRONE	LIMM	MIL	WGE	WGE				L	003000AGL	GND	MON-FRI 0700-1600Z++, EXC HOL	VMC-IMC	200202	09 Aug 79
LITSA72		T	ALBENGA	LIMM	ROMA ACC/FIC	WGE	WGE	ROMA MIL	123.225 M	300.75  M	H	UNLTD	FL380	MON-FRI 05-22Z++, SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LITSA73		T	CISALPINA	LIPP	PADOVA ACC/FIC	WGE	WGE	PADOVA MIL	129.375 M	235.15  M	H	FL600	FL370	INTMT	VMC-IMC	200511	18 Apr 02
LITSA73B		T	CISALPINA	LIMM	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.75  M	H	FL600	FL370	MON-FRI 05-22Z++; SAT 05-13Z++ EXC HOL	VMC-IMC	200313	18 Apr 02
LITSA74A		T	GRAN SASSO D ITALIA	LIRR	ROMA ACC/FIC	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL600	FL370	MON-FRI 05-22Z++; SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LITSA74B		T	GRAN SASSO D ITALIA	LIRR	ROMA ACC/FIC	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL600	FL370	MON-FRI 05-22Z++; SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LITSA76A		T	COSENZA	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDSI MIL	139.4   M	312.55  M	H	FL600	FL350	MON-FRI 05-22Z++; SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LITSA76B		T	COSENZA	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDSI MIL	139.4   M	312.55  M	H	FL600	FL350	MON-FRI 05-22Z++; SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LITSA77		T	ETNA	LIRR	ROMA ACC/FIC	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL600	FL370	MON-FRI 05-22Z++; SAT 05-13Z++ EXC HOL	VMC-IMC	200313	24 Jan 02
LITSA78		T	ALTO ADRIATCO	LIPP	PADOVA ACC/FIC	WGE	WGE	PADOVA MIL	129.375 M	235.15  M	H	FL600	FL370	INTMT	VMC-IMC	200511	24 Jan 02
LJD1		D	PIVKA	LJ	LJUBLJANA ACC	WGE	WGE	LJUBLJANA RADAR	128.875 M		L	007500AMSL	GND	CONT	VMC-IMC	200011	18 May 00
LJP1		P	KRSKO	LJ	LJUBLJANA ACC	WGE	WGE	LJUBLJANA RADAR	128.875 M		L	005000AMSL	GND	CONT	VMC-IMC	200011	18 May 00
LJR2		R	PIVKA	LJ	LJUBLJANA ACC	WGE	WGE	LJUBLJANA RADAR	128.875 M		B	BY NOTAM	GND	BY NOTAM	VMC-IMC	200011	18 May 00
LJR3		R	PIVKA	LJ	LJUBLJANA ACC	WGE	WGE	LJUBLJANA RADAR	128.875 M		B	BY NOTAM	GND	BY NOTAM	VMC-IMC	200011	18 May 00
LKD1		D	KRALICE	LK		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200510	14 Apr 05
LKD2		D	KOURIM	LK		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200510	03 Jun 03
LKD3		D	BRECLAV	LK		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200510	03 Jun 03
LKD4		D	HOSTIM	LK		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200510	03 Jun 03
LKD5		D	VESELI	LK		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200510	03 Jun 03
LKD6		D	STRAZOVICE	LK		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200510	03 Jun 03
LKD7		D	STRAZISTE	LK		WGE	WGE				L	FL90	GND	0800Z++-1400Z++MON-FRI/EXCEPT HOL	VMC-IMC	200512	26 May 05
LKP1		P	PRAHA HRAD	LK		WGE	WGE				L	FL60	GND	CONT	VMC-IMC	200510	30 Dec 99
LKP10		P	USTI NAD LABEM	LK		WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200510	30 Dec 99
LKP11		P	NERATOVICE	LK		WGE	WGE				L	002000AMSL	GND	CONT	VMC-IMC	200510	15 Apr 04
LKP12		P	REZ	LK		WGE	WGE				L	002000AMSL	GND	CONT	VMC-IMC	200510	30 Dec 99
LKP2		P	TEMELIN	LK		WGE	WGE				L	005000AMSL	GND	CONT	VMC-IMC	200510	23 Jun 94
LKP3		P	LUHACOVICE	LK		WGE	WGE				L	003000AMSL	GND	CONT	VMC-IMC	200510	27 Mar 97
LKP4		P	VLASIM	LK		WGE	WGE				L	005000AMSL	GND	CONT	VMC-IMC	200510	23 Jun 94
LKP5		P	PRCICE	LK		WGE	WGE				L	FL175	GND	CONT	VMC-IMC	200510	30 Oct 03
LKP6		P	BOHDANEC	LK		WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200510	27 Mar 97
LKP7		P	POLICKA	LK		WGE	WGE				L	005000AMSL	GND	CONT	VMC-IMC	200510	23 Jun 94
LKP8		P	MOST	LK		WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200510	17 Jul 97
LKP9		P	DUKOVANY	LK		WGE	WGE				L	005000AMSL	GND	CONT	VMC-IMC	200510	30 Dec 99
LKR1		R	BOLETICE	LK	PRAHA ACC	WGE	WGE	PRAHA CON	120.275 M	133.39  M	B	FL410	GND	CONT	VMC-IMC	200510	30 Nov 00
LKR14		R	DUKOVANY	LKAA	PRAHA ACC OR BRNO APP CON	WGE	WGE	BRNO APP	119.900 M	119.100 M	L	FL95	GND	CONT	VMC-IMC	200510	14 Apr 05
LKR2		R	DEDICE	LK	PRAHA ACC OR BRNO APP CON	WGE	WGE	PRAHA CON	127.125 M	132.805 M	B	FL410	GND	CONT	VMC-IMC	200510	30 Nov 00
LKR3		R	LIBAVA	LK	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	132.805 M	B	FL410	GND	CONT	VMC-IMC	200510	18 Jun 98
LKR4		R	HRADISTE	LK	PRAHA ACC OR KARLOVY VARY APP	WGE	WGE	PRAHA CON	120.275 M	133.39  M	B	FL410	GND	CONT	VMC-IMC	200510	18 Jun 98
LKR5		R	JINCE	LK	PRAHA ACC	WGE	WGE	PRAHA CON	120.275 M	133.39  M	B	FL410	GND	CONT	VMC-IMC	200510	30 Nov 00
LKR6		R	PROSTEJOV	LKAA	PREROV MILITARY APP	WGE	WGE	PREROV MAPP	127.775 M	265.8   M	L	001000AGL	GND	0700Z++-1900Z++	VMC-IMC	200510	14 Apr 05
LKR7		R	AS	LK	PRAHA ACC	WGE	WGE	PRAHA CON	120.275 M	387.775 M	L	005000AMSL	03000AMSL	CONT	VMC-IMC	200510	30 Nov 00
LKR8		R	TEMELIN	LKAA	PRAHA ACC	WGE	WGE	PRAHA TEREN	123.750 M		L	FL95	GND	CONT	VMC-IMC	200510	14 Apr 05
LKTRA50		T	VRCHLABI	LK	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL240	05000AMSL	0800Z++-SS	VMC-IMC	200510	30 Nov 00
LKTRA51		T	JESENIK	LK	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	05000AMSL	0800Z++-SS	VMC-IMC	200510	18 Apr 02
LKTRA52		T	SVITAVY	LK	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	05000AMSL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	19 Apr 01
LKTRA53		T	BRTNICE	LK	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	01000AGL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	19 Apr 01
LKTRA54		T	ZNOJMO	LK	PRAHA ACC, BRNO APP CON	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL200	01000AGL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	18 Jun 98
LKTRA55		T	BOSKOVICE	LK	PRAHA ACC, BRNO APP CON	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	05000AMSL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	19 Apr 01
LKTRA56		T	BYDZOV	LK	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL125	01000AGL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	05 Sep 02
LKTRA57		T	RYCHNOV	LKAA	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL125	03000AMSL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	05 Sep 02
LKTRA58		T	ZDAR	LK	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	01000AGL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	18 Apr 02
LKTRA59		T	HOSTYN	LKAA	BRNO APP CON	WGE	WGE	BRNO APP	119.1   M	119.9   M	L	001000AGL	GND	INTMT	VMC-IMC	200510	05 Sep 02
LKTRA60		T	BECHYNE	LK	PRAHA ACC	WGE	WGE	PRAHA CON	120.275 M	127.125 M	L	FL240	01000AGL	0900Z++ MON - 1300Z++ FRI.	VMC-IMC	200510	18 Apr 02
LKTRA61		T	MILOVICE	LK	PRAHA ACC, VODOCHODY TWR	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL90	GND	SR-SS	VMC-IMC	200510	14 Apr 05
LKTRA62		T	VODOCHODY	LK	PRAHA ACC, VODOCHODY TWR	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL240	03000AMSL	SR-SS	VMC-IMC	200510	14 Apr 05
LKTRA63		T	BENATKY	LK	PRAHA APP CON, PRAHA ACC	WGE	WGE	PRAHA APP	118.375 M	387.775 M	L	FL240	03000AMSL	SR-SS	VMC-IMC	200510	14 Apr 05
LKTRA64		T	HOLICE	LKAA	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL240	FL125	0900Z++MON - 1300Z++FRI	VMC-IMC	200510	14 Apr 05
LKTRA65		T	CASLAV	LKAA	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL240	FL125	CONT	VMC-IMC	200510	14 Apr 05
LKTRA66		T	HLINSKO	LKAA	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	FL100	CONT	VMC-IMC	200510	14 Apr 05
LKTRA67		T	SUMPERK	LKAA	PRAHA ACC	WGE	WGE	PRAHA CON	127.125 M	387.775 M	L	FL240	FL100	CONT	VMC-IMC	200510	14 Apr 05
LKTRA68		T	PISEK	LK	PRAHA ACC	WGE	WGE	PRAHA CON	120.275 M	387.775 M	L	FL240	FL70	0900Z++MON - 1300Z++FRI	VMC-IMC	200510	14 Apr 05
LKTRA69		T	JABLONEC	LK	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	387.775 M	L	FL240	FL125	0900Z++MON - 1300Z++FRI	VMC-IMC	200510	14 Apr 05
LKTRA70		T	PAKA	LK	PRAHA ACC	WGE	WGE	PRAHA CON	118.375 M	132.805 M	B	FL660	FL125	CONT	VMC-IMC	200510	14 Apr 05
LKTSA20		T	OLESNA	LKAA	PRAHA FIC	WGE	WGE	PRAHA INFO	126.1   M		L	001000AGL	00300AGL	INTMT	VMC-IMC	200510	15 May 03
LKTSA21		T	MERIN	LKAA	PRAHA FIC	WGE	WGE	PRAHA INFO	126.1   M		L	001000AGL	00300AGL	INTMT	VMC-IMC	200510	15 May 03
LKTSA22		T	OPATOV	LKAA	PRAHA FIC	WGE	WGE	PRAHA INFO	126.1   M		L	001000AGL	00300AGL	INTMT	VMC-IMC	200510	15 May 03
LKTSA23		T	ZRUC	LKAA	PRAHA FIC	WGE	WGE	PRAHA INFO	126.1   M		L	001000AGL	00300AGL	INTMT	VMC-IMC	200510	15 May 03
LKTSA24		T	BREZOVA	LKAA	PRAHA FIC	WGE	WGE	PRAHA INFO	126.1   M		L	001000AGL	00300AGL	INTMT	VMC-IMC	200510	15 May 03
LKTSA25		T	KONICE	LKAA	PRAHA FIC	WGE	WGE	PRAHA INFO	126.1   M		L	001000AGL	00300AGL	INTMT	VMC-IMC	200510	19 Feb 04
LL(P2001)		P		LLLL	TEL AVIV ACC	EUR	WGE	TEL AVIV ACC	124.3   M		L	009000AMSL	GND	CONT	VMC-IMC	200202	03 Oct 01
LLD24		D		LLLL	TEL AVIV ACC	EUR	WGE	TEL AVIV ACC	124.3   M		L	FL110	SURFACE	SUN-FRI  0400-2100Z++	VMC-IMC	200202	31 Dec 98
LLD912		D		LLLL	TEL AVIV ACC	EUR	WGE	TEL AVIV ACC	124.3   M		B	005000AMSL	SURFACE	CONT	VMC-IMC	200202	09 Oct 97
LLD913		D		LLLL	TEL AVIV ACC	EUR	WGE	TEL AVIV ACC	124.3   M		B	005000AMSL	SURFACE	CONT	VMC-IMC	200202	09 Oct 97
LLP1012		P		LLLL	TEL AVIV ACC	EUR	WGE	TEL AVIV ACC	120.900 M	132.000 M	B	029000AMSL	SURFACE	CONT	VMC-IMC	200507	31 Dec 98
LLP44		P		LLLL	TEL AVIV ACC	EUR	WGE	TEL AVIV ACC	124.3   M		B	UNLTD	SURFACE	CONT	VMC-IMC	200202	27 Feb 97
