ARPT_IDENT	RMK_SEQ	REMARK	CYCLE_DATE
US44238	2	tandard with a minimum climb of 340'/NM to 700'.  Rwy 01, cross departure end ofrunway at or above 35' AGL/42' MSL.  Rwy 06, cross departure end of runway at or above 35' AGL/43' MSL.  Rwy 19, cross departure end of runway at or above 35'	200601
US44238	3	AGL/44'  MSL.  Rwy 24, cross departure end of runway at or above 35' AGL/41'  MSL.  Rwys 01, 06, 19, 24, use TETERBORO DEPARTURE.    TAKEOFF OBSTACLES:  Rwy 19,36' AGL tree 215' from departure end of runway, 120' left of centerline.    IFR	200601
US44238	4	ALTERNATE MINIMUMS:  ILS Rwy 06(1)  ILS Rwy 19(1)   VOR/DME-A(2)  VOR/DME-B(2) VOR/DME Rwy 06(3)  VOR Rwy 24(4)                                   ,,  (1)ILS, Cat A, B, 800-2; Cat C, 800-2 1/4; Cat D, 900-2 3/4. LOC, Cat C, 800-2 1/4; Cat	200601
US44238	5	D, 900-2 3/4.  (2)Cat A, B, 1000-2; Cat C, D, 1000-3.  (3)Category C, 800-2 1/4;Category D, 900-2 3/4.  (4)Cat B,C,D, 1000-3.    ALTERNATE MINIMUMS NA:  COPTER ILS RWY 06  RNAV (GPS) RW06	200601
US44318	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 31, aircraft departing on course 205  CW 285  require Radar Vectors.	200403
US44334	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 05; 300-1 1/4 with a minimum climb of 278'/NM to 4400, or 4600-3 for climb in visual conditions.  Rwy 23; 300-1 or standard with a minimum climb of 361'/NM	200603
US44334	2	to 4700.    DEPARTURE PROCEDURE:  Rwy 05; Climbing left turn direct PUW VOR/DME, cross PUW VOR/DME at or above 4700, continue climb in PUW VOR/DME holding pattern (SW, left turn, 032  inbound) to cross PUW VOR/DME at or above MEA for direc	200603
US44334	3	tion of flight, or for climb in visual conditions: cross Pullman-Moscow Regionalat or above 4500.  Rwy 23; Climbing left turn via PUW VOR/DME R-021, cross PUW VOR/DME at or above 4700, continue climb in PUW VOR/DME holding pattern (SW, lef	200603
US44334	4	t turn, 032  inbound) to cross PUW VOR/DME at or above MEA for direction of flight.    TAKEOFF OBSTACLE NOTES:  Rwy 05; Multiple trees and terrain left and right of centerline, beginning 614' from DER, 424' right of centerline, up to 50' AG	200603
US44334	5	L/2677' MSL. Terrain 3503' from DER, 770' left of centerline, 50' AGL/2608' MSL.Rwy 23; Multiple trees, terrain, fences, poles, and tanks beginning 669' from DER, 412' right of centerline, up to 52' AGL/2769' MSL.    ALTERNATE MINIMUMS:  R	200603
US44334	6	NAV (GPS) Rwy 05  Categories A, B, C, D 800 2 1/4	200603
US44369	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 10, 23, 28 climb rwy hdg to 700 before turning.	200403
US44395	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURE    TAKEOFF OBSTACLES:  RWY 22: Tree 303 ft from DER, 427 ft left of centerline, 948 ft MSL. Tree 182 ft from DER, 350 ft right of centerline, 942 ft MSL.  RWY 34: Tree 2370 ft from DER	200601
US44395	2	, 189 ft left of centerline, 968 ft MSL. Tree 2309 ft from DER, 388 ft left of centerline, 962 ft MSL.    IFR ALTERNATE MINIMUMS:  VOR or GPS Rwy 04 (1)  VOR orGPS Rwy 22 (2)    (1) Category D, 800-2 1/4.  (2) Categories A, B, 900-2; Categ	200601
US44395	3	ories C, D, 900-3.	200601
US44414	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 32, 400-2  Rwys 23L, 23R, climb rwy hdg to 3000 before turning left.  Rwy 14,climb rwy hdg to 3000 before turning right.    ALTERNATE MINIMUMS  VOR Rwy 32	200601
US44414	2	800-2 1/4; Category D VOR only.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 05L RNAV (GPS) RWY 05R  RNAV (GPS) RWY 23L  RNAV (GPS) RWY 23R  RNAV (GPS) RWY 32	200601
US44432	1	IFR ALTERNATE MINIMUMS:  ILS RWY 36 NA  RNAV (GPS) RWY 18 NA  RNAV (GPS) RWY 36 NA	200407
US44529	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 04, 300-1; or standard with minimum climb of 220/NM to 600.  Rwy 28, 1200-2; or standard with minimum climb of 240/NM to 2000.  Rwy 4, 459' trees 80' from	200601
US44529	2	departure end of rwy, 470' left of centerline.    IFR ALTERNATE MINIMUMS:  ILS Rwy 04 (1)  NDB Rwy 28    NA when control tower closed.  (1) Category D, 700-2. ALTERNATE MINIMUMS NA:  GPS RWY 22  GPS RWY 28	200601
US44543	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 18, 300-1 Or standard with minimum climb of 250/NM to 1300.    TAKEOFF OBSTACLES:  Rwy 18, multiple tanks 4224' from DER, 1417' left of centerline, 173 AGL/1	200501
US44543	2	163 MSL.	200501
US44695	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 35, climb rwy hdg to 1600 before turning on course.	200403
US44718	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 06, 24, 300-1  954' tower 1 NM NE of airport.	200403
US44979	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES  DEPARTURE PROCEDURE: Rwy 3, turn right.  Rwy 21, turn left.  Aircraft departing FLG VOR/DME R-160 CW R-175 climb on course.  All others climb southbound on FLG R-172 to 9000 ft, the	200601
US44979	2	n climbing left turn direct FLG VOR/DME.    IFR ALTERNATE MINIMUMS  ILS/DME Rwy 21(1)(2)  VOR or GPS-A(3)  (1)NA when control tower closed.  (2)ILS, Categories B,C,D, 700-2.  (3)Cat D, 800-2 1/4.    ALTERNATE MINIMUMS NA  GPS Rwy 03  GPS Rw	200601
US44979	3	y 21	200601
US45021	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  TAKE-OFF MINIMUMS: Rwy 19R, 300-1 or std. with a min. climb of 250' per NM to 200.    IFR ALTERNATEMINIMUMS:  ILS Rwy 19R (1)  VOR/DME Rwy 1L (2)    (1) ILS, Category E, 700-2 1/	200509
US45021	2	4.  LOC, Category E, 800-2 1/4.  (2) Category E, 800-2 1/4.    ALTERNATE MINIMUMS NA FOR:  GPS RWY 1L  GPS RWY 19R	200509
US45094	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 14L, 14R, 32L, 32R, 300-1  Rwy 24L, 24R, 300-1*  Rwy 6L, 6R, 300-1**   *Or standard with minimum climb of 215/NM to 1000  **Or standard with minimum climb of	200403
US45094	2	285/NM to1000.  Rwy 6L, 6R, 14L, 14R, E bnd departures (050 -130 ) climb on rwyhdg to 2800 before turning on course.	200403
US45240	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 7;  NA.  Rwy 3;   300-1, or Cat A, B: standard with minimum climb of 425 ft/nm to 4800.  Rwy 16;  300-1 1/2 or standard with minimum climb of 260 ft/nm to	200603
US45240	2	4800.  ILS RWY 3:  ILS, Cat D, 700-2. NA when control tower closed.      DEPARTURE PROCEDURES:  Rwy 3, 34;  turn left.  Rwy 16, 21, 25;  turn right.    ALL AIRCRAFT:  climb direct OGD VORTAC.  Aircraft departing OGD R-150 CW R-225 climb on	200603
US45240	3	course.  All others climb in holding pattern (W, right truns, 101  inbound) to depart OGD VORTAC at or above: R-226 CW R-310, 6000; R-311 CW R-335, 6800; R-336 CW R-149, 10700.  Continue on course to MEA or assigned altitude.    IFR ALTERNA	200603
US45240	4	TE MINIMUMS:  ILS or LOC Rwy 03 (1)(2)  RNAV (GPS) Y RW03   RNAV (GPS) Z RW03 All procedures NA when local weather not available.  (1) NA when control towerclosed  (2) ILS, CAT D; 700-2    IFR ALTERNATE MINIMUMS NA:  GPS RW07	200603
US45292	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 20, 300-1*  Rwy 34, 300-1**  Rwy 16, 300-1***  *  Or standard with minimum climb of 270/NM to 1300.  ** Or standard with minimum climb of 250/NM to1300.  ***	200403
US45292	2	Or standard with minimum climb of 300/NM to 1300.             Rwy 16, climb rwyheading to 1900 before turning Eastbound.               IFR ALTERNATE MINIMUMS LOC/DME RWY 20: NA	200403
US45385	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 08, 300-1	200403
US45422	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 24, 10R, 10L, 300-1; or standard with minimum climb of 300/NM to 1700.  Rwy24, 10R, 10L, climb rwy hdg to 1700 before proceeding on course.    ALTERNATE M	200402
US45422	2	INIMUMS NA:  NDB or GPS RWY 28R  RNAV (GPS) RWY 10L	200402
US45642	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    DEPARTURE PROCEDURES:  Rwy 02, 20, 30: Turn left.  Rwy 12: Turn right.  Climb direct FCA VOR/DME. Continue climb to 6200 on R-148 FCA VOR/DME, then climbing right turn direct FCA	200502
US45642	2	VOR/DME, thence climb in FCA VOR/DME holding pattern (Hold SE, LT, 328 inbound) to cross FCA VOR/DME at or above: SW bound V448 7000; SW bound V536 7000; E bound V536 8300; SE bound V231 7000.    IFR ALTERNATE MINIMUMS:  RNAV (GPS) RW02, RN	200502
US45642	3	AV (GPS) RW30, ILS RW02; NA.	200502
US45744	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 06, 600-2*  *Or standard with minimum climb of 260/NM to 600  Rwy 24 climb runway heading. Rwy 06 climbing right turn heading 110 . All aircraft climb to 6	200601
US45744	2	00, continue climb on course.    IFR ALTERNATE MINIMUMS:   ILS/DME Rwy 24, (1) VOR/DME or GPS Rwy 24, (2)  VOR or GPS Rwy 06, (3)  (1) NA when Class E airspacenot in effect.  (2) Category C, 800-2 1/4; Category D, 800-2 1/2.  (3) Category	200601
US45744	3	D, 800-2 1/4.	200601
US45797	1	TAKEOFF MINIMUMS AND TEXTUALDEPARTURE PROCEDURES (DP)    TAKEOFF MINIMUMS:  Rwy 12, Standard with minimum climb of 300 feet per NM to 5600, or 2400-3 for climb in visual conditions.   Rwy 30, Standard.    DEPARTURE PROCEDURE:  Rwy 12: Climb	200509
US45797	2	via heading 119  to 5600 before proceeding on course, For climb in visual conditions: cross Caldwell Industrial Airport at or above 4800 before proceeding on course.  Rwy 30: Climb via heading 299  to 4400 before proceeding on course.    T	200509
US45797	3	AKE-OFF OBSTACLES:   Rwy 12: LEVEE 198 feet from DER, 281 feet left of centerline, 0 feet AGL/2451 MSL. Multiple trees 1462 feet from DER, 877 feet right of centerline, up to 100 feet AGL/2505 MSL.  Rwy 30: Multiple poles 206 feet from DER,	200509
US45797	4	389 feet right of centerline, up to 39 feet AGL/2457 MSL. Rod 353 feet from DER, 246 feet right of centerline, 21 feet AGL/2439 feet MSL.    ALTERNATE MINIMUMSNDB Rwy 30  Category D, 800 21/4	200509
US45890	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS Rwy 07  ILS or LOC Rwy 25    NA when control tower closed.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 02  RNAV (GPS) RWY 07  RNAV (GPS) RWY 20	200601
US45972	1	TAKEOFF MINIMUMS AND TEXTUAL DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwys 5, 13, 31, 36;  Standard.  Rwy 18; Standard with minimum climb of 328 feet per NM to 2500, or 1500-3 for climb in visual conditions.  Rwy 23; Standard with minimum	200601
US45972	2	climb of 340 feet per NM to 2500, or 1500-3 for climb in visual conditions. DEPARTURE PROCEDURE:  Rwy 13 - Climb via hdg 134  to 2500 before proceeding on course  Rwy 18 - Climb via hdg 178  to 2500, or for climb in visual conditions: C	200601
US45972	3	ross DER at or above 2300 before proceeding on course  Rwy 23 - Climb via hdg 226  to 2500, or for climb in visual conditions: Cross DER at or above 2300 beforeproceeding on course    TAKEOFF OBSTACLE NOTES:  Rwy 5, multiple trees beginnin	200601
US45972	4	g 1250 feet from DER, 277 feet left to 223 feet right of centerline, up to 60 feet AGL/1050 MSL.   Rwy 13, multiple trees beginning 475 feet from DER, 693 feet left to 1726 feet right of centerline, up to 100 feet AGL/1189 MSL.  Rwy 18, OB	200601
US45972	5	LT 1161 feet from DER, 265 feet right of centerline, 32 feet AGL/1007 MSL  Rwy 23, multiple trees beginning 623 feet from DER, 267 feet left to 187 feet right of centerline, up to 70 feet AGL/1032 MSL.  Rwy 31, multiple trees beginning 1141	200601
US45972	6	feet from DER, 730 feet left of centerline, up to 60 feet AGL/994 MSL.    IFR ALTERNATE MINIMUMS:  ILS or LOC/NDB Rwy 13  ILS or LOC/DME Rwy 18    NA when control tower closed	200601
US46283	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 17, 35, 300-1  Rwy 17, climb rwy hdg to 1000 before turning.  Rwy 35, climbrwy hdg to 800 before turning.    ALTERNATE MINIMUMS NA:  NDB RWY 17	200403
US46324	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF OBSTACLES: Amdt 1 03051  Rwy 08, tree 1223' from DER, 928' right of centerline, 73' AGL/ 163' MSL. Rwy 14, tree 928' from DER, 606' left of centerline, 72' AGL/ 160' MSL.	200403
US46324	2	Tree 942' from DER, 642' right of centerline, 78' AGL/166' MSL. Rwy 32, tree 1959' from DER, 940' left of centerline, 111' AGL/223' MSL. Tree 1862' from DER, 812' right of centerline, 103' AGL/215' MSL.     ALTERNATE MINIMUMS NA  NDB or GPS	200403
US46324	3	RWY 26  ILS RWY 26  LOC BC RWY 08	200403
US46345	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  RWYs 12, 17; climb runway hdg to 1800 before turning.    ALTERNATE MINIMUMS:  VORor GPS Rwy 30  Categories A,B, 1000-2; Categories C,D, 1000-3.	200601
US46369	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 27, 500-2	200403
US46529	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 24, climb on rwy hdg to 600 before turning North.    ALTERNATE MINIMUMS NA: NDB or GPS RWY 06	200403
US46601	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS  ILS Rwy 36R    ILS, Category D, 700-2.    IFR ALTERNATE MINIMUMS NA  GPS Rwy 09R  GPS Rwy 18L  GPS Rwy 27L  GPS Rwy 36R	200601
US46626	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 16; Standard with minimum climb of 240 FT/NM to 4000, or 1300-3 for climb in visual conditions.  Rwy 34; Standard with minimum climb of 380 FT/NM to 4000, or	200601
US46626	2	1700-3 for climb in visual conditions.    DEPARTURE PROCEDURE:  Rwy 16; Climb direct BRA NDB, thence ... or, climb in visual conditions to cross DER Southboundat or above 5000 direct BRA NDB, thence ...  ... Continue climb in holding patt	200601
US46626	3	ern, hold S, RT, 344 inbound to cross BRA NDB at or above 5000 before climbing to MEA on course. Climb in visual conditions NA at night.  Rwy 34; Climb direct KEANS LOM, thence ... or, climb in visual conditions to cross DER Northbound at o	200601
US46626	4	r above 5100 direct KEANS LOM, thence ...  ... continue climb in holding pattern, hold N, LT, 164 inbound to cross KEANS LOM at or above 5100 before climbing toMEA on course. Climb in visual conditions NA at night.    TAKEOFF OBSTACLE NOTE	200601
US46626	5	S:  RWY  16; Tree 207 feet from DER, 529 feet left of centerline, 2148 feet MSL.Rwy 34; Tower 1.58 NM from DER, 2722 feet left of centerline, 243 feet AGL/2554 feet MSL, trees 543 feet from DER, 614 feet left of centerline, 29 feet AGL/2	200601
US46626	6	194 feet MSL, trees 1.62 NM from DER, 2198 feet left of centerline up to 2434 MSL.    IFR ALTERNATE MINIMUMS:  ILS Rwy 16 (1)  ILS Rwy 34 (1)    NA when controltower closed.  (1) ILS, Categories A,B,C, 800-2; Category D; 800-2 1/4. LOC, Ca	200601
US46626	7	tegory D, 800-2 1/4.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 16  RNAV (GPS) RWY 34	200601
US46883	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 02, 400-1  Rwy 20, 500-1	200403
US46898	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKE-OFF OBSTACLES: 174  Assault Strip, 1449 ft MSL (65 ft AGL) aircraft taxiing 158' from departure end, 352' left of centerline, 1434' MSL (65' AGL) aircraft taxiing between 75	200603
US46898	2	7' and 2756' from departure end, 666' left of centerline.	200603
US47030	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwys 05, 23 climb rwy hdg to 1100 before turning.    IFR ALTERNATE MINIMUMS:  ILSRwy 05(1)  ILS Rwy 23(2)  VOR Rwy 05(3)  VOR Rwy 14(3)    (1) NA when control t	200601
US47030	2	ower closed.  (2) DME or radar required; NA when control tower closed.  (3) NA for NON-DME equipped aircraft when control tower closed.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RW05, RNAV (GPS) RW14, RNAV (GPS) RW23, RNAV (GPS) RW32	200601
US47108	1	DEPARTURE PROCEDURE:  Rwy 35, aircraft proceeding on a course between 270  CW 030  fly heading 030  to 1000 before proceeding on course.      CAUTION:  Strobelight and unmarked balloon on cable to 14000' in R-2916, 78 NM south of Marco Isla	200508
US47108	2	nd.  All aircraft should establish positive course guidance to ensure avoidance of the obstacle.	200508
US47129	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 25; 300-1.    ALTERNATE MINIMUMS NA:  RNAV (GPS) Rwy 07  RNAV (GPS) Rwy 25	200413
US47172	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF OBSTACLE NOTES:  Rwy 36; Multiple trees beginning 1873 feet from DER, 470 feet left of centerline, up to 79 feet AGL/670 feet MSL. ROD on tower 2397 feet from DER, 501 fee	200601
US47172	2	t right of centerline, 55 feet AGL/653 feet MSL.  Rwy 04; Multiple trees beginning 1456 feet from DER, 734 feet left of centerline, up to 59 feet AGL/650 feet MSL.   Rwy 13; Bush 342 feet from DER, 299 feet right of centerline, 43 feet AGL/	200601
US47172	3	592 feet MSL.  Rwy 18; Tower 1702 feet from DER, 778 feet right of centerline, 100 feet AGL/659 feet MSL. Multiple trees beginning 1503 feet from DER, 283 feet right of centerline, up to 98 feet AGL/660 feet MSL. BLDG 2.53 NM from DER, 1.2	200601
US47172	4	NM left of centerline, 405 feet AGL/1000 feet MSL.  Rwy 31; Multiple trees beginning 1641 feet from DER, 619 feet left of centerline, up to 81 feet AGL/665 feetMSL.    IFR ALTERNATE MINIMUMS:   ILS or LOC Rwy 04 (1)(2)  ILS or LOC Rwy 22 (	200601
US47172	5	1)(2)  NDB Rwy 04 (2)  VOR/DME RW22   RNAV (GPS) Rwy 4  RNAV (GPS) Rwy 13  RNAV (GPS) Rwy 22  RNAV (GPS) Rwy 31  RNAV (GPS) Rwy 22    NA when local weather not available  (1) ILS, Category D, 700-2.  (2) NA when control tower closed    ALTE	200601
US47172	6	RNATE MINIMUMS NA:  ILS or LOC Rwy 22  ILS or LOC Rwy 31   NDB Rwy 22	200601
US47220	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 09, 15, climb rwy heading to 3900 before turning North.    ALTERNATE MINIMUMS:  ILS Rwy 09, NA	200404
US47339	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKE-OFF MINIMUMS: RWY 18, 200-1 or standard with minimum climb of 236 ft/NM to 400.    TAKE-OFF OBSTACLES:   Rwy 18, tower 6060' from DER, 896' left of centerline, 209' AGL/270'	200407
US47339	2	MSL.    ALTERNATE MINIMUMS NA:  VOR/DME RWY 35  NDB RWY 17  GPS RWY 17	200407
US47349	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 15, 33, 300-1  Rwy 15, 33 climb on rwy heading to 1400 before turning westbound.	200403
US47370	1	TAKE-OFF MINIMUMS  Rwy 19, 1100-2*  Rwy 25, 500-2**  *Standard with minimum climb of 350/NM to 1400.  **Standard with minimum climb of 260/NM to 1000.  All Rwy turn right, climb direct PSC VOR/DME then climb on course.	200206
US47380	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 02, 300-1  Climb on rwy hdg to 2000 prior to turn.    ALTERNATE MINIMUMS NA: NDB or GPS RWY 02  NDB or GPS RWY 20	200403
US47408	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    Rwy 3, 29L/R, climbing right turn direct to TUS VORTAC. Rwy 11L/R, climb via rwy heading to 4000 then climbing left turn direct TUS VORTAC. Rwy 21, climbing left turn direct to T	200603
US47408	2	US VORTAC. All aircraft continue climbing in holding pattern (hold NW, RT, 128 inbound) to depart TUS VORTAC at or above 9000.    IFR ALTERNATE MINIMUMS  ILS Rwy 11L  LOC/DME BC Rwy 29R  VOR or TACAN Rwy 11L  VOR/DME or TACAN Rwy 29R  RNAV	200603
US47408	3	(GPS) RW29R   Cat E, 1100-3.    ALTERNATE MINIMUMS NA:    RNAV (GPS) RW03  RNAV(GPS) RW11L  RNAV (GPS) RW11R  RNAV (GPS) RW21  RNAV (GPS) RW29L	200603
US47430	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 04, 400-1 or standard with minimum climb of 330/NM to 600.  Rwy 04, climb rwyhdg to 1000 before turning.	200403
US47439	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    DEPARTURE PROCEDURE:    Rwy 02, 11, 20, 29; All aircraft climb direct YAK VOR/DME or OCC NDB. Thence ...   ... aircraft continuing via radial/bearing 105 CW 280 proceed on course	200513
US47439	2	.  ... all other aircraft climb in YAK VOR/DME holding pattern (SE, LT 290 inbound) or OCC NDB holding pattern (W, RT, 112 inbound) to cross YAK VOR/DME or OCC NDB at or above 12,000 before proceeding on course.    FAKES DEPARTURE TAKEOFF M	200513
US47439	3	INIMUMS:  Rwy 02, 11, 20, 29 standard with minimum ATC climb of 280 ft/nm to 18000.    TAKEOFF OBSTACLE NOTES:  Rwy 02; Multiple trees 458 feet from DER, 317 feet right of centerline, up to 76 feet AGL/99 feet MSL. Multiple trees 643 feet f	200513
